duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
137,70,464,Sarah Roemer,4000,39143839,Horror|Thriller,The Grudge 2 ,38658,5746,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284,English,PG-13,20000000,884,5.0,1.85,930
124,8,232,James Pickens Jr.,508,37672350,Comedy|Drama|Romance,How Stella Got Her Groove Back ,5427,1660,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51,English,R,20000000,270,5.5,1.85,0
93,12,636,George Carlin,18000,38037513,Adventure|Comedy|Fantasy|Music|Sci-Fi,Bill & Ted's Bogus Journey ,49680,20188,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117,English,PG,20000000,769,6.2,1.85,0
115,272,1000,Tina Fey,49000,37442180,Comedy|Drama|Romance|Thriller,Man of the Year ,28005,52571,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236,English,PG-13,20000000,2000,6.2,2.35,0
98,20,160,Maximilian Schell,889,,Action|Sci-Fi,The Black Hole ,18481,2110,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,230,English,PG,20000000,877,5.9,2.35,4000
105,210,101,Thekla Reuten,978,35596227,Crime|Drama|Thriller,The American ,79461,1454,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463,English,R,20000000,191,6.3,2.35,10000
127,16,399,Constance Marie,565,35422828,Biography|Drama|Music,Selena ,19126,1735,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155,English,PG,20000000,441,6.7,2.35,0
82,82,354,Dave Foley,759,36658108,Comedy,Vampires Suck ,39095,2898,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187,English,PG-13,20000000,401,3.5,1.85,16000
143,0,51,Harriet Walter,11000,34300771,Drama,Babel ,243799,11248,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,908,English,R,25000000,119,7.5,1.85,0
103,189,949,Abigail Spencer,2000,34290142,Comedy|Drama,This Is Where I Leave You ,54242,4662,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145,English,R,19800000,1000,6.6,2.35,14000
104,53,652,Meryl Streep,22000,33422556,Drama|Mystery,Doubt ,99236,33903,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321,English,PG-13,20000000,11000,7.5,1.85,0
98,406,406,Maurice LaMarche,860,32774834,Action|Comedy,Team America: World Police ,136048,2609,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700,English,R,30000000,523,7.2,2.35,0
92,34,322,Keram Malicki-Sánchez,383,34334256,Horror|Thriller,Texas Chainsaw 3D ,35131,1945,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255,English,R,11000000,333,4.8,2.35,16000
123,36,631,Holly Hunter,10000,32051917,Crime|Drama|Mystery|Thriller,Copycat ,42315,12338,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140,English,R,20000000,1000,6.6,2.35,0
88,92,636,Snoop Dogg,31000,32014289,Comedy,Scary Movie 5 ,50337,34319,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177,English,PG-13,20000000,881,3.5,1.85,13000
158,32,417,Lee Marvin,16000,,Comedy|Drama|Musical|Romance|Western,Paint Your Wagon ,9352,17775,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,106,English,PG-13,20000000,756,6.7,2.35,0
128,835,755,Denis O'Hare,11000,31838002,Biography|Drama|History,Milk ,136673,13189,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281,English,R,20000000,896,7.6,1.85,10000
107,58,47,Jan Cornet,141,36874745,Action|Adventure|Drama|Mystery,Risen ,12276,389,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117,English,PG-13,20000000,76,6.3,2.35,21000
91,17,78,Ron Eldard,534,30079316,Horror,Ghost Ship ,75920,1083,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,474,English,R,35000000,385,5.5,1.85,0
90,12,587,Thomas Lennon,786,35033759,Adventure|Comedy,A Very Harold & Kumar 3D Christmas ,55008,2462,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93,English,R,19000000,651,6.3,2.35,21000
115,39,254,Robert Wagner,13000,29753944,Crime|Drama|Mystery|Thriller,Wild Things ,90677,14275,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389,English,R,20000000,481,6.5,2.35,0
101,29,429,Paige Turco,812,29062561,Crime|Thriller,The Stepfather ,23424,3292,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,119,English,PG-13,,533,5.6,2.35,0
113,108,22,Jesper Christensen,1000,31146570,Drama|Thriller,The Debt ,55441,1136,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165,English,R,20000000,100,6.9,2.35,0
113,350,619,Lili Taylor,1000,27277055,Comedy|Drama|Music|Romance,High Fidelity ,143137,3141,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602,English,R,20000000,960,7.6,1.85,10000
87,2,270,Jason Beghe,741,26876529,Horror|Mystery,One Missed Call ,26624,1834,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,189,English,PG-13,27000000,297,3.9,1.85,0
101,154,497,Beverly D'Angelo,1000,53146000,Crime|Drama|Thriller,Eye for an Eye ,9845,3174,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77,English,R,20000000,816,6.1,1.85,613
111,79,287,Saffron Burrows,26000,30028592,Crime|Drama|Romance|Thriller,The Bank Job ,152247,27755,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189,English,R,20000000,811,7.3,2.35,0
108,1000,1000,Kirsten Dunst,14000,34126138,Drama|Fantasy|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind ,666937,19364,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514,English,R,20000000,4000,8.3,1.85,52000
105,99,518,James Wolk,2000,25677801,Comedy|Family|Romance,You Again ,41273,4813,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136,English,PG,20000000,938,5.8,2.35,0
109,453,2000,Chris Evans,18000,26415649,Action|Crime|Drama|Thriller,Street Kings ,94892,33878,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,189,English,R,20000000,11000,6.8,2.35,0
109,1000,24,Thomas Law,177,26003149,Action|Comedy|Sci-Fi,The World's End ,185587,278,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,401,English,R,20000000,55,7.0,2.35,49000
99,26,650,Laura Harring,720,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,Nancy Drew ,15877,3327,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102,English,PG,20000000,669,5.9,2.35,590
98,35,16,Damien Garvey,125,29975979,Action|Horror|Sci-Fi|Thriller,Daybreakers ,105797,189,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,281,English,R,20000000,37,6.5,2.35,0
104,14,756,Kim Shaw,2000,31584722,Comedy|Romance,She's Out of My League ,101730,5707,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131,English,R,20000000,934,6.4,2.35,0
109,15,350,Luke Bracey,3000,23179303,Adventure|Comedy|Family|Romance,Monte Carlo ,32951,4257,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44,English,PG,20000000,775,5.8,1.85,6000
75,19,806,Frankie Muniz,1000,23078294,Horror|Thriller,Stay Alive ,25870,3590,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281,English,PG-13,9000000,934,5.1,2.35,0
119,23,748,Tom Selleck,25000,21413105,Action|Adventure|Drama|Romance|Western,Quigley Down Under ,15230,45841,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,97,English,PG-13,20000000,19000,6.8,2.35,0
90,0,518,Larry Miller,681,25077977,Adventure|Animation|Comedy|Family|Romance,Alpha and Omega ,10986,2486,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84,English,PG,20000000,611,5.3,1.85,0
97,212,637,Kyle Schmid,960,23292105,Action|Fantasy|Horror|Thriller,The Covenant ,39541,3261,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334,English,PG-13,20000000,917,5.3,2.35,3000
103,31,733,Vanessa Lengies,12000,26870825,Comedy|Drama|Sport,Stick It ,22604,14903,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,124,English,PG-13,,804,6.4,1.85,0
89,0,470,Leo Howard,87000,20916309,Comedy|Family|Fantasy,Shorts ,5332,88422,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37,English,PG,40000000,570,4.9,1.85,431
106,835,458,Wayne Knight,1000,21200000,Comedy|Crime|Drama,To Die For ,34774,3598,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,162,English,R,20000000,967,6.8,1.85,1000
96,24,374,Marc John Jefferies,646,28876924,Adventure|Crime|Mystery|Sci-Fi|Thriller,Nerve ,4303,1780,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35,English,PG-13,20000000,441,7.1,,0
115,0,107,James Gammon,10000,20207003,Crime|Drama|Western,Appaloosa ,50198,10507,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,202,English,R,,311,6.8,2.35,0
104,0,877,Cary-Hiroyuki Tagawa,2000,20241395,Action|Horror|Thriller,Vampires ,42664,5123,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,403,English,R,20000000,1000,6.1,2.35,0
24,,,,0,,Action|Adventure|Animation|Family|Fantasy,Yu-Gi-Oh! Duel Monsters             ,12417,0,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,51,Japanese,,,,7.0,,124
108,13000,285,Vera Miles,606,32000000,Horror|Mystery|Thriller,Psycho ,422432,1885,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1040,English,R,806947,332,8.5,1.85,18000
112,41,490,Taran Killam,1000,19151864,Comedy|Romance,My Best Friend's Girl ,36983,3301,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100,English,R,40000000,500,5.9,1.85,0
104,19,942,Bruce Greenwood,15000,23393765,Drama|Romance,Endless Love ,31323,18760,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76,English,PG-13,20000000,989,6.3,2.35,0
113,0,949,Zachary Gordon,995,18882880,Comedy|Drama,Georgia Rule ,20539,4039,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,125,English,R,20000000,975,5.9,2.35,681
98,15,281,Adam Arkin,691,8500000,Comedy,Under the Rainbow ,2061,1761,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34,English,PG,20000000,374,5.4,1.78,501
121,503,83,John Wood,2000,,Adventure|Comedy|Drama|Fantasy,Ladyhawke ,33597,2251,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,185,English,PG-13,20000000,92,7.0,2.35,0
114,160,271,Jan Hooks,1000,18252684,Comedy|Drama|Family,Simon Birch ,18366,1816,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219,English,PG,30000000,367,6.9,1.85,0
124,57,905,Don Cheadle,11000,19661987,Drama,Reign Over Me ,83786,17050,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231,English,R,20000000,3000,7.5,2.35,0
148,0,826,William Hurt,17000,18352454,Adventure|Biography|Drama,Into the Wild ,426359,18752,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760,English,R,15000000,882,8.2,2.35,76000
108,480,579,Sarah Silverman,970,17803796,Comedy,School for Scoundrels ,26100,4374,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97,English,PG-13,20000000,931,5.9,2.35,484
95,83,206,Deborah Kara Unger,991,17529157,Adventure|Drama|Horror|Mystery|Thriller,Silent Hill: Revelation 3D ,49888,2173,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1,220,English,R,20000000,494,5.0,2.35,25000
108,0,844,Salma Hayek,16000,25753840,Crime|Fantasy|Horror,From Dusk Till Dawn ,219091,23296,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592,English,R,19000000,4000,7.3,1.85,12000
68,0,253,Brenda Blethyn,304,18081626,Animation|Family|Fantasy|Mystery,Pooh's Heffalump Movie ,4180,861,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,32,English,G,20000000,286,6.4,1.85,264
103,0,801,Holly Hunter,21000,17518220,Comedy|Drama|Romance,Home for the Holidays ,9105,25263,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76,English,PG-13,20000000,1000,6.6,1.85,0
99,0,59,Chi Ling Chiu,264,17104669,Action|Comedy|Crime|Fantasy,Kung Fu Hustle ,99353,537,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,354,Cantonese,R,20000000,62,7.8,2.35,0
30,,215,Mark Feuerstein,909,,Comedy,Fired Up             ,114,1557,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1,6,English,,,417,6.7,1.33,4
88,0,939,Alex Rocco,3000,16988996,Comedy|Family|Music|Musical,The Country Bears ,3875,8189,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75,English,G,35000000,968,4.0,1.85,422
128,395,161,Shaun Toub,283,15797907,Drama,The Kite Runner ,68119,904,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230,Dari,PG-13,20000000,206,7.6,2.35,0
124,0,430,Eddie Marsan,6000,16248701,Drama,21 Grams ,189683,7567,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559,English,R,20000000,979,7.7,1.85,0
84,2,472,Tom Hollander,787,15712072,Action|Crime|Drama|Thriller,Paparazzi ,13210,2915,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138,English,PG-13,20000000,555,5.8,2.35,269
122,308,10000,Taylor Lautner,17000,191449475,Drama|Fantasy|Romance,Twilight ,348010,44061,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535,English,PG-13,37000000,12000,5.2,2.35,19000
101,13,499,Lochlyn Munro,651,15408822,Comedy|Romance,A Guy Thing ,14147,2698,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92,English,PG-13,20000000,555,5.6,1.85,401
98,143,153,Robert Miano,302,15464026,Comedy|Romance,Loser ,23076,1189,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158,English,PG-13,20000000,216,5.3,1.85,1000
105,909,173,Michael Moore,1000,14359793,Crime|Documentary|News,Capitalism: A Love Story ,35137,2327,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,188,English,R,,909,7.4,1.85,10000
225,126,202,Carroll Baker,940,8000000,Biography|Drama|History,The Greatest Story Ever Told ,6484,1934,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100,English,G,20000000,208,6.6,2.76,1000
111,53,233,Michael Kelly,8000,,Crime|Drama|Mystery|Thriller,Secret in Their Eyes ,20186,9941,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,81,English,PG-13,19500000,963,6.2,2.35,0
88,82,329,Tony Cox,869,14174654,Comedy,Disaster Movie ,74945,2857,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,359,English,PG-13,25000000,624,1.9,1.85,0
88,190,163,Fred Ward,137000,15988876,Action|Crime|Thriller,Armored ,26236,137712,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110,English,PG-13,27000000,459,5.7,2.35,0
94,36,507,Peter Gallagher,13000,13801755,Action|Comedy|Crime|Thriller,The Man Who Knew Too Little ,23928,15183,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100,English,PG,20000000,828,6.6,1.85,0
117,20,783,Ari Graynor,11000,13987482,Comedy|Romance,What's Your Number? ,58957,15713,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,91,English,R,20000000,904,6.0,1.85,0
95,4,80,Vincent Regan,788,14291570,Action|Adventure|Sci-Fi|Thriller,Lockout ,82082,1414,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236,English,PG-13,20000000,447,6.1,2.35,10000
99,272,62,Ariel Gade,1000,12181484,Comedy,Envy ,26390,1189,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176,English,PG-13,40000000,87,4.8,1.85,713
96,83,926,Clifton Collins Jr.,26000,13630226,Action|Crime|Sci-Fi|Thriller,Crank: High Voltage ,112516,30541,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223,English,R,20000000,968,6.2,1.85,0
98,11000,967,Chazz Palminteri,1000,13383737,Comedy|Crime,Bullets Over Broadway ,29385,4302,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86,English,R,20000000,979,7.5,1.85,979
123,6,85,Tiffany Dupont,541,13391174,Biography|Drama|History,One Night with the King ,5796,908,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177,English,PG,20000000,249,6.3,2.35,0
101,176,83,Tzi Ma,3000,12987647,Drama|Mystery|Romance|Thriller|War,The Quiet American ,24019,3431,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,199,English,R,30000000,268,7.1,2.35,983
102,563,385,Hope Davis,12000,12469811,Comedy|Drama,The Weather Man ,69172,13156,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316,English,R,22000000,442,6.6,1.85,0
94,394,565,Wes Studi,922,12398628,Action|Crime|Drama|Sport,Undisputed ,21542,2880,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88,English,R,20000000,855,6.1,2.35,977
102,192,31,Dequina Moore,346,13214030,Comedy|Drama|Fantasy|Romance,Ghost Town ,60516,500,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,147,English,PG-13,20000000,41,6.7,1.85,0
