director_name,duration,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,content_rating,title_year,aspect_ratio
Mike Nawrocki,82,8,Mike Nawrocki,25571351,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,3135,Shelby Vischer,0,anthropomorphism|pirate|pirate ship|tomato|whale,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,USA,G,2002,1.85
John Singleton,109,279,Khandi Alexander,27515786,Drama|Romance,Janet Jackson,8904,Maya Angelou,0,african american|mail carrier|poetry|postal worker|south central los angeles,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,USA,R,1993,1.85
Kevin Bray,95,111,Roger Guenveur Smith,25482931,Action|Comedy|Crime|Thriller,Mike Epps,9693,Gino Salvano,2,black comedy|bounty hunter|diamond|machismo|money,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,USA,R,2002,2.35
Wes Craven,100,364,W. Earl Brown,19900000,Comedy|Fantasy|Horror|Romance,John Witherspoon,17262,Allen Payne,1,blood|destiny|nightmare|partner|vampire,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,USA,R,1995,1.85
John Boorman,118,467,Richard Burton,,Horror,Linda Blair,16294,Ned Beatty,7,demon|exorcism|locust|priest|repressed memory,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,USA,R,1977,1.85
Courtney Solomon,91,50,James D'Arcy,16298046,Horror|Mystery|Thriller,Sissy Spacek,22207,Vernon Dobtcheff,0,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,UK,PG-13,2005,2.35
David Zucker,90,636,Tyler Labine,15549702,Comedy|Romance,Carmen Electra,24038,Molly Shannon,2,boss' daughter|crush|house sitter|housesitting|love interest,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,USA,PG-13,2003,1.85
David Twohy,108,690,Milla Jovovich,15483540,Adventure|Mystery|Thriller,Chris Hemsworth,56338,Marley Shelton,4,cliff|hawaii|island|newlywed|waterfall,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,USA,R,2009,2.35
Rick Famuyiwa,103,625,Lance Gross,20246959,Comedy|Romance,America Ferrera,5721,Lupe Ontiveros,2,california|love|marriage|wedding|wedding dress,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,USA,PG-13,2010,2.35
Alan Cohn,96,654,Linda Cardellini,15062898,Comedy,Alyson Hannigan,11729,Poppy Montgomery,0,college|college roommate|party|roommate|student,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,USA,R,1998,1.85
Franco Zeffirelli,117,55,Joan Plowright,14348123,Comedy|Drama|War,Lily Tomlin,9323,Paolo Seganti,6,ambassador|american|art|english|italy,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,Italy,PG,1999,1.85
Tom Holland,93,514,Bethany Joy Lenz,15171475,Fantasy|Horror,Joe Mantegna,19805,Kari Wuhrer,0,death|doctor|gypsy|judge|lawyer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,USA,R,1996,1.85
Martin Scorsese,136,213,Liza Minnelli,,Drama|Music|Musical|Romance,Robert De Niro,13548,Mary Kay Place,0,love|musician|saxophonist|singer|songwriter,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,USA,PG,1977,1.66
Spike Lee,115,534,Delroy Lindo,13640000,Comedy|Drama,Alfre Woodard,6011,Isaiah Washington,0,argument|birthday|bully|coming of age|semi autobiographical,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,USA,PG-13,1994,1.85
Chris Rock,94,458,Eliza Coupe,12550242,Comedy|Drama|Romance,Steve Buscemi,13866,Wendell Pierce,3,banker|investment|investment banker|marriage|sex,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,USA,R,2007,1.85
James Isaac,85,489,Kane Hodder,12610731,Action|Horror|Sci-Fi|Thriller,Peter Mensah,38985,Lexa Doig,1,jason voorhees|lake|machete|scientist|slasher,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,USA,R,2001,1.85
Shawn Levy,88,799,Donald Faison,47811275,Adventure|Comedy|Family,Frankie Muniz,29008,Lee Majors,1,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,USA,PG,2002,1.85
Emilio Estevez,112,383,Nick Cannon,11204499,Drama|History,Anthony Hopkins,38142,Brian Geraghty,0,campaign|chess|friend|hotel|senator,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,USA,R,2006,2.35
Mark Waters,86,169,Ivana Milicevic,10397365,Comedy|Mystery|Romance,Monica Potter,11693,China Chow,5,apartment|fast motion scene|model|private investigation|suspected murder,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,USA,PG-13,2001,2.35
Josh Schwartz,86,635,Jackson Nicoll,9402410,Adventure|Comedy,Thomas McDonell,11233,Osric Chau,1,adult humor|best friend|friend|halloween|teenage girl,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,USA,PG-13,2012,2.35
Julian Schnabel,112,177,Mathieu Amalric,5990075,Biography|Drama,Emmanuelle Seigner,89906,Isaach De Bankolé,1,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,France,PG-13,2007,1.85
Todd Field,137,280,Noah Emmerich,5459824,Drama|Romance,Kate Winslet,92781,Jane Adams,0,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,USA,R,2006,2.35
Davis Guggenheim,90,191,Sharon Lawrence,5108820,Drama|Mystery|Thriller,Norman Reedus,12519,Noam Jenkins,5,college|college campus|gossip|rape|sex,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,USA,R,2000,2.35
Tony Goldwyn,107,113,Julie Kavner,4741987,Drama,Viggo Mortensen,6782,Tovah Feldshuh,1,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,USA,R,1999,1.85
Phillip Noyce,98,15,Terry Pheto,4291965,Biography|Drama|History,Derek Luke,9334,Bonnie Henna,3,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,France,PG-13,2006,2.35
Stephen Carpenter,84,102,Angela Featherstone,3100650,Drama|Horror|Mystery|Thriller,Melissa Sagemiller,7277,Candace Kroslak,4,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,USA,PG-13,2001,1.85
James Ivory,139,5,Todd Boyce,2474000,Biography|Drama|History|Romance,Seth Gilliam,2427,Nigel Whitmey,1,18th century|ambassador|french revolution|friendship|thomas jefferson,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,France,PG-13,1995,1.85
Stephan Elliott,97,548,Kristin Scott Thomas,2656324,Comedy|Romance,Colin Firth,16444,Kris Marshall,4,estate|female frontal nudity|female nudity|no panties|unhappy marriage,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,UK,PG-13,2008,2.35
James Fargo,127,324,Joseph Cotten,1000000,Action|Adventure|History,Christopher Lee,524,Behrouz Vossoughi,0,afghanistan|caravan|rebel|russian|tribe,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,Iran,PG,1978,2.35
Mike Leigh,150,43,Ruth Sheen,3958500,Biography|Drama|History,Lesley Manville,17933,Karl Johnson,0,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,UK,R,2014,2.35
Alain Resnais,104,59,Sara Forestier,403649,Drama|Romance,Mathieu Amalric,3174,Edouard Baer,0,dentist|letter|pilot|skateboard|wallet,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,France,PG,2009,2.35
Costa-Gavras,132,284,Mathieu Kassovitz,274299,Biography|Crime|Drama|War,Sebastian Koch,11077,Ulrich Mühe,2,jesuit|jew|pope|priest|ss,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,France,Unrated,2002,1.85
Chao-Bin Su,117,21,Shawn Yue,,Action,Woo-sung Jung,6069,Kelly Lin,2,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,China,R,2010,2.35
Neil Burger,115,322,Katherine LaNasa,183088,Comedy|Drama|War,John Heard,11704,Mark L. Young,0,college tuition|guitar|road trip|soldier|stranded,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,USA,R,2008,1.85
Kenneth Lonergan,186,338,Kieran Culkin,46495,Drama,Matt Damon,12053,John Gallagher Jr.,1,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,USA,R,2011,1.85
Bo Zenga,90,378,Kenan Thompson,,Comedy|Horror,Steve Howey,9928,Diora Baird,7,dollar bill|double entendre|escaped convict|halloween|striptease,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,Canada,R,2009,1.85
Rob Reiner,90,767,Rebecca De Mornay,1752214,Comedy|Drama|Romance,Madeline Carroll,60460,Aidan Quinn,0,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,USA,PG,2010,1.85
Ang Lee,134,11000,Heath Ledger,83025853,Drama|Romance,Jake Gyllenhaal,259837,Anne Hathaway,0,gay relationship|homosexuality|mountain|ranch|rodeo,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,USA,R,2005,1.85
Jonathan Liebesman,101,429,Danny Woodburn,190871240,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,167089,Jeremy Howard,0,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,USA,PG-13,2014,2.35
Amy Heckerling,97,201,Dan Hedaya,56631572,Comedy|Romance,Donald Faison,123390,Elisa Donovan,1,female protagonist|high school|makeover|matchmaker|popularity,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,USA,PG-13,1995,1.85
Todd Haynes,107,135,Celia Weston,15854988,Drama|Romance,Dennis Quaid,36542,Michael Gaston,2,african american|catastrophe|family relationships|farewell scene|therapy,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85
Steve Pink,99,390,Gillian Jacobs,12282677,Comedy|Sci-Fi,Adam Scott,28159,Collette Wolfe,4,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,USA,R,2015,1.85
,55,2,Olaf Lubaszenko,447093,Drama,Krystyna Janda,12590,Olgierd Lukaszewicz,0,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,Poland,TV-MA,,1.33
Philip Kaufman,124,170,Stephen Marcus,7060876,Biography|Drama,Kate Winslet,44795,Amelia Warner,1,asylum|lust|male pubic hair|penis|pubic hair,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,UK,R,2000,1.85
Martin McDonagh,110,816,Gabourey Sidibe,14989761,Comedy|Crime,Abbie Cornish,185845,Michael Stuhlbarg,7,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,UK,R,2012,2.35
Kasi Lemmons,105,400,Tamara Tunie,687081,Crime|Drama|Music|Mystery|Thriller,Colm Feore,5602,Aunjanue Ellis,0,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,USA,R,2001,1.85
,41,2,Marian Dziedziel,,Action|Crime|Drama|Thriller,Jacek Koman,271,Jaroslaw Boberek,4,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,Poland,,,
Oliver Hirschbiegel,178,471,Bruno Ganz,5501940,Biography|Drama|History|War,Thomas Kretschmann,248354,Alexandra Maria Lara,0,bunker|hitler|nazi|no exit|war ruins,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,Germany,R,2004,1.85
Alejandro Amenábar,125,93,Lola Dueñas,2086345,Biography|Drama|Romance,Belén Rueda,64556,Tamar Novas,1,dignity|euthanasia|freedom|lawyer|sailor,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,Spain,PG-13,2004,2.35
Jonathan Glazer,108,21,Paul Brannigan,2605039,Drama|Horror|Sci-Fi|Thriller,Scarlett Johansson,85022,Alison Chand,0,alien|desire|female nudity|male frontal nudity|scotland,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,UK,R,2013,1.85
Barry Levinson,121,227,J.T. Walsh,123922370,Biography|Comedy|Drama|War,Robin Williams,98348,Bruno Kirby,1,disc jockey|friendship|radio|vietnam|vietnamese,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,USA,R,1987,1.85
Hyung-rae Shim,100,385,Stephanie Danielson,163591,Comedy,Jason Mewes,912,Michael Rispoli,5,mafia|mafia boss|mafiosi|mafioso|three word title,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,South Korea,PG-13,2010,1.78
Jon M. Chu,115,41,Sean Kingston,73000942,Documentary|Music,Usher Raymond,74351,Boys II Men,1,boyhood friend|manager|plasma tv|prodigy|star,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,USA,G,2011,1.85
Darren Aronofsky,108,1000,Mila Kunis,106952327,Drama|Thriller,Natalie Portman,551363,Mark Margolis,1,ballerina|ballet|fear|female protagonist|madness,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,USA,R,2010,2.35
José Padilha,117,1000,Abbie Cornish,58607007,Action|Crime|Sci-Fi|Thriller,Gary Oldman,182910,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,USA,PG-13,2014,2.35
Francis Ford Coppola,220,3000,Al Pacino,57300000,Crime|Drama,Robert De Niro,790926,Robert Duvall,1,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,USA,R,1974,1.85
Thomas Carter,112,237,Terry Kinney,91038276,Drama|Music|Romance,Sean Patrick Thomas,47876,Fredro Starr,0,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,USA,PG-13,2001,1.85
Renny Harlin,99,54,Rodney Eastman,49369900,Fantasy|Horror|Thriller,Tuesday Knight,36108,Brooke Bundy,0,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,USA,R,1988,1.85
Patricia Riggen,109,579,Brighton Sharbino,61693523,Drama,Jennifer Garner,6276,Martin Henderson,0,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,USA,PG,2016,1.85
Danny Leiner,83,612,Mary Lynn Rajskub,46729374,Comedy|Mystery,Jennifer Garner,116625,Marla Sokoloff,2,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.37
Christopher Cain,107,316,Patrick Wayne,44726644,Action|Crime|Drama|Thriller|Western,Jack Palance,42614,Brian Keith,5,army|cattle|deputy|new mexico|rancher,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,USA,R,1988,1.85
Theodore Melfi,102,360,Naomi Watts,44134898,Comedy|Drama,Bill Murray,72803,Reg E. Cathey,3,bullying|grumpy old man|school presentation|stroke|stroke recovery,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,USA,PG-13,2014,1.85
Steve Pink,100,460,Regina Hall,48637684,Comedy|Romance,Joe Lo Truglio,16979,Bryan Callen,4,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,USA,R,2014,2.35
Gil Junger,97,835,Heath Ledger,38176108,Comedy|Drama|Romance,Joseph Gordon-Levitt,222099,Andrew Keegan,6,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,USA,PG-13,1999,1.85
Ed Decter,92,301,Eddie Griffin,28972187,Comedy,Zooey Deschanel,28805,Gene Simmons,1,cheerleader|geek|high school|prison|reference to janet jackson,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85
Gene Quintano,84,182,Lin Shaye,27979400,Action|Comedy|Crime,Jon Lovitz,37611,Bill Nunn,2,cookie|detective|microfilm|parody|sergeant,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,USA,PG-13,1993,1.85
Jaume Collet-Serra,86,2,Brett Cullen,54257433,Drama|Horror|Thriller,Óscar Jaenada,12983,Sedona Legge,0,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,USA,PG-13,2016,2.35
Eric Bress,120,829,Eric Stoltz,23947,Sci-Fi|Thriller,Logan Lerman,357579,Cameron Bright,0,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,USA,R,2004,1.85
Chris Koch,89,329,Mark Webber,60008303,Adventure|Comedy|Family,Chris Elliott,9285,Jean Smart,1,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,USA,PG,2000,1.85
Preston A. Whitmore II,117,912,Chris Brown,49121934,Comedy|Drama|Romance,Mekhi Phifer,6528,Loretta Devine,9,christmas|family home|musician|piano|secret,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,USA,PG-13,2007,2.35
Bob Clark,97,782,Dom DeLuise,27141959,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,19547,Ruby Dee,2,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,USA,PG,1999,1.85
Kirk Wong,91,459,Elliott Gould,27052167,Action|Comedy|Crime|Thriller,Bokeem Woodbine,24834,Antonio Sabato Jr.,5,hitman|kidnapping|kosher|vhs|video store,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,USA,R,1998,1.85
Bronwen Hughes,100,388,Eartha Kitt,26539321,Comedy|Drama|Family,Gregory Smith,7984,Charlotte Sullivan,1,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,USA,PG,1996,1.85
John Lafia,72,435,Beth Grant,28501605,Fantasy|Horror,Jenny Agutter,31371,Greg Germann,0,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,USA,R,1990,1.85
Sam Miller,84,334,Kate del Castillo,52543632,Crime|Thriller,Leslie Bibb,12676,Henry Simmons,2,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,USA,PG-13,2014,2.35
Frank Darabont,126,745,Alexa Davalos,25592632,Horror,Toby Jones,220475,Jeffrey DeMunn,0,desperation|fog|giant insect|survival|survival horror,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,USA,R,2007,1.85
Alex Garland,108,123,Sonoya Mizuno,25440971,Drama|Mystery|Sci-Fi|Thriller,Elina Alminas,289508,Corey Johnson,0,artificial intelligence|robot|robot human relationship|turing test|video surveillance,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,UK,R,2015,2.35
Spike Jonze,112,213,Orson Bean,22858926,Comedy|Drama|Fantasy,Willie Garson,254404,Mary Kay Place,2,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,USA,R,1999,1.85
Mark Brown,90,405,Vivica A. Fox,22235901,Comedy|Romance,Mo'Nique,4339,Tamala Jones,2,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,USA,R,2001,1.85
Dave Green,91,140,Ella Wahlestedt,38916903,Adventure|Family|Sci-Fi,Teo Halm,15664,Jason Gray-Stanford,0,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,USA,PG,2014,1.85
John Stockwell,135,525,Jay Hernandez,16929123,Drama|Romance,Kirsten Dunst,21406,Rolando Molina,2,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,USA,PG-13,2001,1.85
Clint Eastwood,141,78,Kazunari Ninomiya,13753931,Drama|History|War,Yuki Matsuzaki,132149,Shidô Nakamura,0,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,USA,R,2006,2.35
Michael Polish,104,844,Virginia Madsen,10996440,Adventure|Drama|Sci-Fi,J.K. Simmons,19707,Bruce Dern,0,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,USA,PG,2006,2.35
Daisy von Scherler Mayer,84,744,Jada Pinkett Smith,8026971,Comedy|Romance,LL Cool J,1520,Dave Chappelle,0,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,USA,R,1998,
Lenny Abrahamson,118,491,Jacob Tremblay,14677654,Drama,Joan Allen,161288,Cas Anvar,0,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,Ireland,R,2015,2.35
Bob Saget,82,294,Jack Warden,9975684,Comedy,Don Rickles,20033,Traylor Howard,0,cult film|gambling debt|job|off screen murder|revenge,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,Canada,PG-13,1998,1.85
John Waters,95,650,Sam Waterston,7881335,Comedy|Crime|Thriller,Kathleen Turner,21212,Traci Lords,4,dentist|housewife|howie scream|murder|perfection,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,USA,R,1994,1.66
Andrew Fleming,94,4000,Will Ferrell,6241697,Comedy,Ryan Reynolds,16059,Kirsten Dunst,2,political cover up|political satire|teenage girl|white house|witness,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,France,PG-13,1999,1.85
Niels Arden Oplev,88,75,David Dencik,,Action|Crime|Mystery|Thriller,Michael Nyqvist,335,Lena Endre,0,,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,Sweden,,,
Craig Bolotin,99,730,Vanessa Williams,5871603,Drama|Thriller,Rosario Dawson,3116,Robert Ri'chard,3,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,USA,R,1999,1.85
Mark Christopher,121,812,Ellen Albertini Dow,16574731,Drama|Music,Salma Hayek,27675,Sela Ward,4,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,USA,R,1998,1.85
Blair Hayes,84,690,Geoffrey Arend,5002310,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,25541,Marley Shelton,0,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,USA,PG-13,2001,2.35
Jez Butterworth,93,258,Mathieu Kassovitz,4919896,Comedy|Crime|Thriller,Mark Gatiss,21530,Ben Chaplin,1,bank|bank clerk|birthday|mail order bride|russian,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,UK,R,2001,2.35
Jon Lucas,93,499,Josie Loren,25675765,Comedy,Justin Chon,60407,Sarah Wright,0,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,USA,R,2013,2.35
Olivier Assayas,120,280,Miranda Richardson,4857376,Comedy|Drama|Romance,Steve Buscemi,63084,Catalina Sandino Moreno,0,baby|divorce|oscar wilde|pigalle|tourist,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,France,R,2006,1.85
Rod Lurie,112,548,Kathryn Morris,3169424,Drama|Sport,Harry Lennix,18442,Peter Coyote,1,boxing|colosseum|homeless man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,USA,PG-13,2007,2.35
Paul Weitz,107,252,Sarita Choudhury,18004225,Comedy|Drama|Romance,Tina Fey,28573,Christopher Evan Welch,2,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35
Patrice Leconte,112,8,Daniel Auteuil,3058380,Drama|Romance,Emir Kusturica,4767,Yves Jacques,1,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,France,R,2000,2.35
Atom Egoyan,96,73,Meghan Heffern,3074838,Drama|Mystery|Romance|Thriller,Liam Neeson,56264,Natalie Lisinska,2,bare chested boy|doctor|escort|infidelity|prostitute,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,USA,R,2009,1.85
Paul Mazursky,91,150,Ryan O'Neal,2104000,Comedy|Crime|Drama,Chazz Palminteri,1595,Paul Mazursky,3,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,USA,R,1996,1.85
Jim Sheridan,105,1000,Jake Gyllenhaal,28501651,Drama|Thriller,Natalie Portman,88037,Ethan Suplee,0,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,USA,R,2009,2.35
Sidney Lumet,125,968,Vin Diesel,1172769,Biography|Comedy|Crime|Drama,Peter Dinklage,28068,Alex Rocco,2,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,Germany,R,2006,1.85
Stephen Chbosky,102,850,Ezra Miller,17738570,Drama|Romance,Logan Lerman,351274,Kate Walsh,2,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,USA,PG-13,2012,1.85
Jon Hess,87,147,Ian Gomez,1200000,Action,Burt Young,922,Thomas Ian Griffith,1,exercise bicycle|face in food|police|police brutality|policeman,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,USA,R,1993,1.85
Douglas McGrath,118,442,Isabella Rossellini,1150403,Biography|Crime|Drama,Toby Jones,14143,Hope Davis,4,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,USA,R,2006,1.85
Michael Winterbottom,115,887,Sarah Polley,403932,Drama|Romance|Western,Milla Jovovich,5254,Shirley Henderson,4,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,UK,R,2000,2.35
Mark Neveldine,91,794,Alison Lohman,1712111,Horror|Thriller,Djimon Hounsou,7199,Dougray Scott,0,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,USA,PG-13,2015,1.85
Joe Cornish,88,304,Luke Treadaway,1024175,Action|Comedy|Sci-Fi|Thriller,John Boyega,82331,Jodie Whittaker,6,alien|alien invasion|apartment|creature|gang,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,UK,R,2011,2.35
