director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,content_rating,budget,imdb_score,aspect_ratio,movie_facebook_likes
Chris Rock,97,0,458,Eliza Coupe,12550242,I Think I Love My Wife ,13866,13446,3,banker|investment|investment banker|marriage|sex,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,R,,5.5,1.85,488
James Isaac,205,52,489,Kane Hodder,12610731,Jason X ,38985,3050,1,jason voorhees|lake|machete|scientist|slasher,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,R,11000000,4.4,1.85,0
Shawn Levy,69,189,799,Donald Faison,47811275,Big Fat Liar ,29008,3707,1,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,PG,15000000,5.4,1.85,896
Emilio Estevez,195,0,383,Nick Cannon,11204499,Bobby ,38142,13528,0,campaign|chess|friend|hotel|senator,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,R,14000000,7.0,2.35,0
Mark Waters,61,70,169,Ivana Milicevic,10397365,Head Over Heels ,11693,2165,5,apartment|fast motion scene|model|private investigation|suspected murder,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,PG-13,14000000,5.4,2.35,613
Josh Schwartz,77,90,635,Jackson Nicoll,9402410,Fun Size ,11233,3715,1,adult humor|best friend|friend|halloween|teenage girl,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,PG-13,14000000,5.4,2.35,0
Julian Schnabel,259,232,177,Mathieu Amalric,5990075,The Diving Bell and the Butterfly ,89906,1372,1,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,PG-13,,8.0,1.85,13000
Todd Field,251,143,280,Noah Emmerich,5459824,Little Children ,92781,15337,0,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,R,26000000,7.6,2.35,5000
Davis Guggenheim,63,49,191,Sharon Lawrence,5108820,Gossip ,12519,12776,5,college|college campus|gossip|rape|sex,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,R,24000000,5.9,2.35,853
Tony Goldwyn,47,956,113,Julie Kavner,4741987,A Walk on the Moon ,6782,10368,1,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,R,14000000,6.6,1.85,860
Phillip Noyce,108,176,15,Terry Pheto,4291965,Catch a Fire ,9334,678,3,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,PG-13,14000000,6.7,2.35,447
Stephen Carpenter,64,12,102,Angela Featherstone,3100650,Soul Survivors ,7277,417,4,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,PG-13,14000000,3.9,1.85,231
James Ivory,20,133,5,Todd Boyce,2474000,Jefferson in Paris ,2427,446,1,18th century|ambassador|french revolution|friendship|thomas jefferson,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,PG-13,14000000,5.7,1.85,127
Stephan Elliott,135,11,548,Kristin Scott Thomas,2656324,Easy Virtue ,16444,16431,4,estate|female frontal nudity|female nudity|no panties|unhappy marriage,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,PG-13,,6.7,2.35,2000
James Fargo,2,109,324,Joseph Cotten,1000000,Caravans ,524,17250,0,afghanistan|caravan|rebel|russian|tribe,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,PG,14000000,6.5,2.35,76
Mike Leigh,262,608,43,Ruth Sheen,3958500,Mr. Turner ,17933,390,0,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,R,8200000,6.8,2.35,0
Alain Resnais,129,752,59,Sara Forestier,403649,Wild Grass ,3174,799,0,dentist|letter|pilot|skateboard|wallet,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,PG,,6.3,2.35,512
Costa-Gavras,69,333,284,Mathieu Kassovitz,274299,Amen. ,11077,1429,2,jesuit|jew|pope|priest|ss,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,Unrated,103000000,7.3,1.85,0
Chao-Bin Su,50,2,21,Shawn Yue,,Reign of Assassins ,6069,243,2,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,R,12000000,6.9,2.35,1000
Neil Burger,57,168,322,Katherine LaNasa,183088,The Lucky Ones ,11704,2243,0,college tuition|guitar|road trip|soldier|stranded,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,R,15000000,7.0,1.85,702
Kenneth Lonergan,116,50,338,Kieran Culkin,46495,Margaret ,12053,14638,1,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,R,14000000,6.5,1.85,0
Bo Zenga,45,10,378,Kenan Thompson,,Stan Helsing ,9928,2207,7,dollar bill|double entendre|escaped convict|halloween|striptease,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,R,,3.6,1.85,934
Rob Reiner,87,0,767,Rebecca De Mornay,1752214,Flipped ,60460,4377,0,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,PG,14000000,7.7,1.85,14000
Ang Lee,357,0,11000,Heath Ledger,83025853,Brokeback Mountain ,259837,39789,0,gay relationship|homosexuality|mountain|ranch|rodeo,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,R,14000000,7.7,1.85,13000
Jonathan Liebesman,348,473,429,Danny Woodburn,190871240,Teenage Mutant Ninja Turtles ,167089,2690,0,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,PG-13,125000000,5.9,2.35,62000
Amy Heckerling,88,143,201,Dan Hedaya,56631572,Clueless ,123390,1724,1,female protagonist|high school|makeover|matchmaker|popularity,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,PG-13,12000000,6.8,1.85,0
Todd Haynes,181,162,135,Celia Weston,15854988,Far from Heaven ,36542,2447,2,african american|catastrophe|family relationships|farewell scene|therapy,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,PG-13,13500000,7.4,1.85,0
Steve Pink,107,38,390,Gillian Jacobs,12282677,Hot Tub Time Machine 2 ,28159,4702,4,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,R,14000000,5.1,1.85,0
,53,,2,Olaf Lubaszenko,447093,Dekalog             ,12590,25,0,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,TV-MA,,9.1,1.33,0
Philip Kaufman,132,133,170,Stephen Marcus,7060876,Quills ,44795,14726,1,asylum|lust|male pubic hair|penis|pubic hair,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,R,13500000,7.4,1.85,0
Martin McDonagh,401,454,816,Gabourey Sidibe,14989761,Seven Psychopaths ,185845,4757,7,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,R,15000000,7.2,2.35,52000
Kasi Lemmons,58,148,400,Tamara Tunie,687081,The Caveman's Valentine ,5602,1767,0,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,R,,6.0,1.85,329
,1,,2,Marian Dziedziel,,The Border             ,271,74,4,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,,,7.4,,64
Oliver Hirschbiegel,192,101,471,Bruno Ganz,5501940,Downfall ,248354,2334,0,bunker|hitler|nazi|no exit|war ruins,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,R,13500000,8.3,1.85,14000
Alejandro Amenábar,157,448,93,Lola Dueñas,2086345,The Sea Inside ,64556,529,1,dignity|euthanasia|freedom|lawyer|sailor,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,PG-13,10000000,8.1,2.35,0
Jonathan Glazer,454,143,21,Paul Brannigan,2605039,Under the Skin ,85022,19086,0,alien|desire|female nudity|male frontal nudity|scotland,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,R,,6.3,1.85,29000
Barry Levinson,62,272,227,J.T. Walsh,123922370,Good Morning, Vietnam ,98348,50141,1,disc jockey|friendship|radio|vietnam|vietnamese,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,R,13000000,7.3,1.85,0
Hyung-rae Shim,4,26,385,Stephanie Danielson,163591,The Last Godfather ,912,2895,5,mafia|mafia boss|mafiosi|mafioso|three word title,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,PG-13,13400000,3.6,1.78,502
Jon M. Chu,84,209,41,Sean Kingston,73000942,Justin Bieber: Never Say Never ,74351,714,1,boyhood friend|manager|plasma tv|prodigy|star,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,G,13000000,1.6,1.85,62000
Darren Aronofsky,669,0,1000,Mila Kunis,106952327,Black Swan ,551363,38072,1,ballerina|ballet|fear|female protagonist|madness,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,R,13000000,8.0,2.35,106000
José Padilha,492,294,1000,Abbie Cornish,58607007,RoboCop ,182910,14160,0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,PG-13,100000000,6.2,2.35,60000
Francis Ford Coppola,149,0,3000,Al Pacino,57300000,The Godfather: Part II ,790926,39960,1,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,R,13000000,9.0,1.85,14000
Thomas Carter,101,49,237,Terry Kinney,91038276,Save the Last Dance ,47876,1307,0,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,PG-13,13000000,6.1,1.85,0
Renny Harlin,102,212,54,Rodney Eastman,49369900,A Nightmare on Elm Street 4: The Dream Master ,36108,450,0,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,R,7000000,5.7,1.85,0
Patricia Riggen,63,36,579,Brighton Sharbino,61693523,Miracles from Heaven ,6276,7833,0,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,PG,13000000,6.8,1.85,16000
Danny Leiner,106,8,612,Mary Lynn Rajskub,46729374,Dude, Where's My Car? ,116625,6454,2,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,PG-13,13000000,5.5,1.37,0
Christopher Cain,50,58,316,Patrick Wayne,44726644,Young Guns ,42614,1747,5,army|cattle|deputy|new mexico|rancher,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,R,13000000,6.8,1.85,0
Theodore Melfi,275,51,360,Naomi Watts,44134898,St. Vincent ,72803,20330,3,bullying|grumpy old man|school presentation|stroke|stroke recovery,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,PG-13,13000000,7.3,1.85,33000
Steve Pink,90,38,460,Regina Hall,48637684,About Last Night ,16979,2800,4,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,R,12500000,6.1,2.35,0
Gil Junger,133,19,835,Heath Ledger,38176108,10 Things I Hate About You ,222099,37907,6,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,PG-13,16000000,7.2,1.85,10000
Ed Decter,49,13,301,Eddie Griffin,28972187,The New Guy ,28805,12687,1,cheerleader|geek|high school|prison|reference to janet jackson,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,PG-13,13000000,5.9,1.85,1000
Gene Quintano,19,0,182,Lin Shaye,27979400,Loaded Weapon 1 ,37611,12322,2,cookie|detective|microfilm|parody|sergeant,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,PG-13,8200000,6.1,1.85,0
Jaume Collet-Serra,186,174,2,Brett Cullen,54257433,The Shallows ,12983,971,0,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,PG-13,17000000,6.8,2.35,0
Eric Bress,185,19,829,Eric Stoltz,23947,The Butterfly Effect ,357579,12755,0,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,R,13000000,7.7,1.85,15000
Chris Koch,42,13,329,Mark Webber,60008303,Snow Day ,9285,2241,1,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,PG,13000000,4.9,1.85,0
Preston A. Whitmore II,37,17,912,Chris Brown,49121934,This Christmas ,6528,6554,9,christmas|family home|musician|piano|secret,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,PG-13,13000000,6.1,2.35,0
Bob Clark,45,84,782,Dom DeLuise,27141959,Baby Geniuses ,19547,2936,2,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,PG,18000000,2.5,1.85,0
Kirk Wong,57,6,459,Elliott Gould,27052167,The Big Hit ,24834,3353,5,hitman|kidnapping|kosher|vhs|video store,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,R,13000000,6.1,1.85,934
Bronwen Hughes,25,15,388,Eartha Kitt,26539321,Harriet the Spy ,7984,2486,1,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,PG,13000000,5.9,1.85,833
John Lafia,59,5,435,Beth Grant,28501605,Child's Play 2 ,31371,2646,0,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,R,13000000,5.7,1.85,0
Sam Miller,58,12,334,Kate del Castillo,52543632,No Good Deed ,12676,2297,2,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,PG-13,13200000,5.6,2.35,0
Frank Darabont,330,0,745,Alexa Davalos,25592632,The Mist ,220475,5371,0,desperation|fog|giant insect|survival|survival horror,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,R,18000000,7.2,1.85,20000
Alex Garland,489,232,123,Sonoya Mizuno,25440971,Ex Machina ,289508,430,0,artificial intelligence|robot|robot human relationship|turing test|video surveillance,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,R,15000000,7.7,2.35,109000
Spike Jonze,242,0,213,Orson Bean,22858926,Being John Malkovich ,254404,1171,2,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,R,13000000,7.8,1.85,0
Mark Brown,40,7,405,Vivica A. Fox,22235901,Two Can Play That Game ,4339,2815,2,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,R,6000000,6.1,1.85,593
Dave Green,112,13,140,Ella Wahlestedt,38916903,Earth to Echo ,15664,1921,0,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,PG,13000000,5.8,1.85,0
John Stockwell,84,134,525,Jay Hernandez,16929123,Crazy/Beautiful ,21406,6214,2,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,PG-13,14000000,6.5,1.85,0
Clint Eastwood,251,16000,78,Kazunari Ninomiya,13753931,Letters from Iwo Jima ,132149,751,0,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,R,19000000,7.9,2.35,5000
Michael Polish,113,35,844,Virginia Madsen,10996440,The Astronaut Farmer ,19707,27806,0,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,PG,13000000,6.3,2.35,862
Daisy von Scherler Mayer,23,18,744,Jada Pinkett Smith,8026971,Woo ,1520,3352,0,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,R,13000000,3.8,,204
Lenny Abrahamson,421,412,491,Jacob Tremblay,14677654,Room ,161288,2499,0,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,R,13000000,8.3,2.35,72000
Bob Saget,32,799,294,Jack Warden,9975684,Dirty Work ,20033,1805,0,cult film|gambling debt|job|off screen murder|revenge,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,PG-13,13000000,6.4,1.85,679
John Waters,52,0,650,Sam Waterston,7881335,Serial Mom ,21212,3092,4,dentist|housewife|howie scream|murder|perfection,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,R,13000000,6.7,1.66,3000
Andrew Fleming,81,26,4000,Will Ferrell,6241697,Dick ,16059,31005,2,political cover up|political satire|teenage girl|white house|witness,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,PG-13,13000000,6.1,1.85,0
Niels Arden Oplev,,76,75,David Dencik,,Del 1 - Män som hatar kvinnor             ,335,998,0,,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,,8.1,,22
Craig Bolotin,39,7,730,Vanessa Williams,5871603,Light It Up ,3116,6485,3,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,R,13000000,6.0,1.85,251
Mark Christopher,63,15,812,Ellen Albertini Dow,16574731,54 ,27675,6910,4,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,R,13000000,5.8,1.85,0
Blair Hayes,47,2,690,Geoffrey Arend,5002310,Bubble Boy ,25541,18864,0,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,PG-13,13000000,5.6,2.35,0
Jez Butterworth,111,16,258,Mathieu Kassovitz,4919896,Birthday Girl ,21530,1775,1,bank|bank clerk|birthday|mail order bride|russian,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,R,13000000,6.1,2.35,618
Jon Lucas,168,24,499,Josie Loren,25675765,21 & Over ,60407,2730,0,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,R,13000000,5.9,2.35,11000
Olivier Assayas,165,107,280,Miranda Richardson,4857376,Paris, je t'aime ,63084,13208,0,baby|divorce|oscar wilde|pigalle|tourist,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,R,13000000,7.3,1.85,0
Rod Lurie,104,37,548,Kathryn Morris,3169424,Resurrecting the Champ ,18442,2417,1,boxing|colosseum|homeless man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,PG-13,13000000,6.8,2.35,689
Paul Weitz,150,80,252,Sarita Choudhury,18004225,Admission ,28573,3004,2,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,PG-13,13000000,5.7,2.35,5000
Patrice Leconte,61,83,8,Daniel Auteuil,3058380,The Widow of Saint-Pierre ,4767,2389,1,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,R,100000000,7.3,2.35,186
Atom Egoyan,226,460,73,Meghan Heffern,3074838,Chloe ,56264,14372,2,bare chested boy|doctor|escort|infidelity|prostitute,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,R,11000000,6.3,1.85,0
Paul Mazursky,21,150,150,Ryan O'Neal,2104000,Faithful ,1595,1679,3,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,R,13000000,5.9,1.85,69
Jim Sheridan,217,260,1000,Jake Gyllenhaal,28501651,Brothers ,88037,39473,0,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,R,26000000,7.1,2.35,10000
Sidney Lumet,94,0,968,Vin Diesel,1172769,Find Me Guilty ,28068,37606,2,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,R,13000000,7.1,1.85,0
Stephen Chbosky,364,139,850,Ezra Miller,17738570,The Perks of Being a Wallflower ,351274,13631,2,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,PG-13,13000000,8.0,1.85,131000
Jon Hess,19,29,147,Ian Gomez,1200000,Excessive Force ,922,1139,1,exercise bicycle|face in food|police|police brutality|policeman,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,R,3000000,5.1,1.85,107
Douglas McGrath,129,41,442,Isabella Rossellini,1150403,Infamous ,14143,3474,4,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,R,13000000,7.1,1.85,0
Michael Winterbottom,71,187,887,Sarah Polley,403932,The Claim ,5254,17104,4,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,R,20000000,6.5,2.35,141
Mark Neveldine,93,83,794,Alison Lohman,1712111,The Vatican Tapes ,7199,7875,0,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,PG-13,8495000,4.5,1.85,0
Joe Cornish,399,115,304,Luke Treadaway,1024175,Attack the Block ,82331,2011,6,alien|alien invasion|apartment|creature|gang,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,R,13000000,6.6,2.35,18000
Angelina Jolie Pitt,110,11000,116,Nikola Djuricko,301305,In the Land of Blood and Honey ,31414,796,0,bosnian war|church|emaciation|soldier|violence,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,R,13000000,4.3,2.35,0
Brad Anderson,285,122,383,Tara Platt,51872378,The Call ,88241,2812,0,911 operator|calling 911|die hard scenario|head held underwater|white villain,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,R,13000000,6.7,1.85,23000
John H. Lee,2,32,29,Dean Dawson,31662,Operation Chromite ,90,14133,1,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,,12620000,6.8,,139
John Stainton,61,0,234,Aden Young,28399192,The Crocodile Hunter: Collision Course ,5663,1483,0,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,PG,13000000,5.4,2.35,332
