director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,num_voted_users,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,country,budget
Li Zhang,63,121,0,Joan Chen,974,Action|Adventure|Drama|History|War,Bingbing Li,4670,Jaycee Chan,china|disarming someone|qing dynasty|stabbed with a bayonet|war violence,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,27,China,18000000
Laurent Tirard,56,91,2,Sandrine Kiberlain,295,Comedy|Family,Louise Bourgoin,9214,Kad Merad,baby|dinner|family relationships|school|three word title,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,17,France,
Simon West,130,92,165,Michael Angarano,26000,Action|Crime|Drama|Thriller,Jason Statham,36487,Jason Alexander,bodyguard|criminal|gambling|mob boss|thug,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,114,USA,30000000
Marc Forster,134,129,395,Madeline Carroll,18000,Action|Biography|Crime|Drama,Gerard Butler,52972,Kathy Baker,africa|biker|church|orphanage|preacher,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,124,USA,30000000
Reinhard Klooss,36,93,7,Vanessa Redgrave,1000,Animation|Comedy|Family,Jim Broadbent,4599,James Corden,animal|crane the bird|dam|hoover dam|shark,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,44,Germany,
Bille August,46,118,55,Patrick Lyster,113,Biography|Drama|History,Terry Pheto,10175,Tyrone Keogh,african national congress|father daughter relationship|film starts with text|nelson mandela|violence,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,23,Germany,30000000
Frédéric Auburtin,7,110,18,Thomas Kretschmann,922,Drama|History|Sport,Fisher Stevens,3279,Jemima West,20th century|association|fifa|football|world cup,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,22,France,24000000
Olivier Dahan,132,103,61,Frank Langella,963,Biography|Drama|Romance,Paz Vega,12410,Derek Jacobi,1960s|grace kelly|hollywood star|monaco|prince,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,62,Switzerland,30000000
Maksim Fadeev,5,85,0,Fedor Bondarchuk,114,Adventure|Animation|Fantasy,Konstantin Khabenskiy,393,Sergey Garmash,battle|creature|hyena|monkey|village,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,7,Russia,30000000
Liliana Cavani,56,110,59,Dougray Scott,1000,Crime|Drama|Mystery|Thriller,Ray Winstone,14618,Chiara Caselli,art forgery|concert|dying|picture framer|villa,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,108,Italy,30000000
Greg Tiernan,65,89,5,Salma Hayek,11000,Adventure|Animation|Comedy|Fantasy,James Franco,3302,Anders Holm,bread|coarse language|f word|sausage|tricked into lesbian sex,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,14,USA,19000000
Elizabeth Banks,221,115,0,Birgitte Hjort Sørensen,10000,Comedy|Music,Anna Kendrick,97697,Hana Mae Lee,2010s|a cappella|box office hit|second part|sequel,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,185,USA,29000000
James Mangold,291,153,446,Dallas Roberts,523,Biography|Drama|Music|Romance,Sandra Ellis Lafferty,188637,Tyler Hilton,1960s|accident|concert|guitar|prison,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815,USA,28000000
,13,42,,Kirk Acevedo,757,Adventure|Drama|Mystery|Sci-Fi|Thriller,Amanda Schull,20839,Tom Noonan,epidemic|mission|paradox|plague|virus,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,56,USA,
Edward Norton,148,128,0,Milos Forman,955,Comedy|Drama|Romance,Lisa Edelstein,44816,Anne Bancroft,celibacy|jewish|priest|rabbi|synagogue,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,259,USA,30000000
Peter Hewitt,42,89,12,Bradley Pierce,1000,Adventure|Comedy|Family|Fantasy,Jim Broadbent,16222,Mark Williams,child's point of view|house|lawyer|real estate|washing machine,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,39,UK,29000000
Ron Howard,302,122,2000,Clint Howard,2000,Drama,Toby Jones,88682,Oliver Platt,american president|political drama|scandal|u.s. president|washington post the newspaper,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,241,USA,35000000
George Clooney,181,113,0,David Julian Hirsh,504,Biography|Comedy|Crime|Drama|Romance|Thriller,Dick Clark,71596,Jennifer Hall,broken nose|kgb|marriage proposal|playboy mansion|sistine chapel,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,276,USA,29000000
Reginald Hudlin,64,99,71,Jerry Stiller,2000,Comedy|Romance,Matthew Perry,14315,Vincent Pastore,divorce|divorce papers|new york|process server|texas,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,101,Germany,29000000
Ben Falcone,154,99,265,Tyler Labine,22000,Comedy,Peter Dinklage,16984,Ben Falcone,business|girl scouts|orphanage|overweight woman|quitting a job,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96,USA,29000000
Richard Attenborough,17,147,0,Kevin McNally,18000,Biography|Drama|History,Denzel Washington,9913,Penelope Wilton,activist|editor|journalist|newspaper|south africa,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,51,UK,29000000
Lawrence Kasdan,65,112,759,Alfre Woodard,11000,Comedy|Drama,Zooey Deschanel,8134,Mary McDonnell,college|drugs|patient|psychologist|secret,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,123,USA,28000000
Don Mancini,148,88,64,Billy Boyd,1000,Comedy|Fantasy|Horror|Thriller,Jason Flemyng,28632,Hannah Spearritt,actress|killer doll|murder|vixen|vomiting,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,214,Romania,12000000
John Maybury,161,94,11,Jason Lewis,1000,Drama|Mystery|Sci-Fi|Thriller,Jennifer Jason Leigh,92850,Angel Coulby,gulf war veteran|morgue|shot in the head|vermont|veteran,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,263,USA,29000000
Ron Clements,124,90,63,Frank Welker,49000,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Robin Williams,260939,Scott Weinger,arab|genie|magic|princess|reference to a thousand and one nights,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244,USA,28000000
F. Gary Gray,349,167,473,Neil Brown Jr.,559,Biography|Crime|Drama|History|Music,Aldis Hodge,119928,R. Marcos Taylor,concert|gangsta rap|hip hop|nwa|rap music,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,331,USA,28000000
Steven Spielberg,148,118,14000,Amrish Puri,11000,Action|Adventure,Harrison Ford,329969,Kate Capshaw,children|studio logo segues into film|temple|village|white dinner jacket,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,524,USA,28000000
Igor Kovalyov,45,83,5,Cree Summer,971,Adventure|Animation|Comedy|Drama|Family|Musical,Elizabeth Daily,14005,Christine Cavanaugh,baby|home|hospital|lost|newborn baby,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,67,USA,24000000
Lee Tamahori,133,104,93,Billy Burke,11000,Crime|Drama|Thriller,Morgan Freeman,59232,Monica Potter,kidnapping|partner|ransom|school|secret service,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,317,USA,60000000
Stephen Frears,87,110,350,Nina Arianda,11000,Biography|Comedy|Drama|Music|Romance,Meryl Streep,2167,John Sessions,heiress|opera singer|platonic marriage|singer|singing,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32,UK,29000000
Robert Rodriguez,178,102,0,Salma Hayek,40000,Action|Crime|Thriller,Johnny Depp,130094,Enrique Iglesias,agent|cia|mariachi|mexican|president,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,471,USA,29000000
John McTiernan,233,131,323,Bruce Willis,25000,Action|Thriller,Alan Rickman,592582,Reginald VelJohnson,christmas|christmas eve|christmas party|held at gunpoint|hostage,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,722,USA,28000000
David Wain,173,101,136,Ken Marino,833,Comedy,Joe Lo Truglio,195255,Bobb'e J. Thompson,absent father|big brother|community service|live action role playing|peter pan syndrome,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,170,Germany,28000000
Adam McKay,426,130,285,Christian Bale,33000,Biography|Comedy|Drama|History,Ryan Gosling,182983,Charlie Talbert,bank|banking|finance|fraud|mortgage,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,374,USA,28000000
Ang Lee,210,120,0,Kevin Chamberlin,579,Comedy|Drama|Music,Imelda Staunton,24663,Demetri Martin,female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,71,USA,30000000
Gavin O'Connor,129,135,149,Noah Emmerich,639,Biography|Drama|History|Sport,Eddie Cahill,36636,Kenneth Mitchell,1980s|hockey|ice hockey|olympics|soviet union,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,289,USA,28000000
Zack Snyder,287,110,0,Kevin Zegers,3000,Action|Horror|Thriller,Ty Burrell,194422,Mekhi Phifer,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,USA,26000000
Adam Shankman,108,103,163,Judy Greer,11000,Comedy|Romance,Matthew McConaughey,61317,Alex Rocco,chick flick|doctor|horseback riding|wedding|wedding planner,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,229,Germany,35000000
Shinji Aramaki,62,115,21,Yû Aoi,173,Adventure|Animation|Sci-Fi,Shun Oguri,8227,Haruma Miura,liberty|space adventure|space opera|time travel|undercover agent,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,28,Japan,30000000
Wes Anderson,220,110,0,Anjelica Huston,13000,Comedy|Drama,Bill Murray,209133,Seymour Cassel,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,962,USA,21000000
James Mangold,136,91,446,Rebecca De Mornay,1000,Mystery|Thriller,Clea DuVall,177828,Jake Busey,dissociative identity disorder|motel room key|murder|storm|stranded,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,714,USA,30000000
Jon Turteltaub,222,105,226,Morgan Freeman,22000,Comedy|Romance,Robert De Niro,106755,Romany Malco,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,173,USA,28000000
John Glen,112,127,46,Topol,844,Action|Adventure|Thriller,Julian Glover,72085,Desmond Llewelyn,agent|british|ice skater|ship|spy,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,263,UK,28000000
Peter Chelsom,122,82,23,David Sparrow,11,Comedy|Romance,Lilli Lavine,85423,Ann Talman,christmas|destiny|fate|love|serendipity,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,374,USA,28000000
Peter Hyams,62,99,0,Bruce McGill,664,Action|Crime|Sci-Fi|Thriller,Mia Sara,44394,Gloria Reuben,cop|corrupt politician|future|senator|time travel,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,115,Canada,27000000
Ben Stiller,135,90,0,Alexander Skarsgård,14000,Comedy,Milla Jovovich,201084,Will Ferrell,fashion|malaysia|male model|reporter|rival,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,523,Germany,28000000
Lasse Hallström,184,115,529,Noah Lomax,576,Drama|Romance|Thriller,David Lyons,78008,Mimi Kirkland,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,160,USA,28000000
Kenny Ortega,36,96,197,Omri Katz,580,Comedy|Family|Fantasy,Vinessa Shaw,60494,Larry Bagby,candle|cat|halloween|spell|virgin,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,132,USA,28000000
Scott Hicks,171,104,96,Lily Rabe,943,Comedy|Drama|Romance,Zoë Kravitz,59068,Bob Balaban,chef|cooking|guardian|kitchen|restaurant,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,128,USA,28000000
Matthew Vaughn,447,117,905,Deborah Twiss,553,Action|Comedy,Elizabeth McGovern,435864,Michael Rispoli,comic book|female killer|hit in the crotch|narrated by character|reference to batman,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,801,UK,30000000
Ruben Fleischer,220,83,181,Dilshad Vadsaria,731,Action|Comedy|Crime,Bianca Kajlich,77935,Fred Ward,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122,Germany,28000000
Patrick Lussier,122,99,71,Danny Masterson,18000,Action|Fantasy|Horror|Thriller,Gerard Butler,27378,Jeri Ryan,dracula|gothic|painting|rescue|van helsing,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365,USA,28000000
