director_name,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,imdb_score,movie_facebook_likes
David Lynch,252,0,6000,Naomi Watts,Mulholland Drive ,235992,8484,amnesia|car accident|female protagonist|lesbian sex|loss of memory,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,1768,English,R,15000000,8.0,16000
Katja von Garnier,106,18,837,Olivier Martinez,Blood and Chocolate ,15388,1675,colorado|love|murder|rocky mountains|werewolf,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,190,English,PG-13,,5.5,0
Woody Allen,223,11000,12000,Anthony Hopkins,You Will Meet a Tall Dark Stranger ,36145,19310,call girl|charlatan|fortune teller|manuscript|writer,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,108,English,R,22000000,6.3,0
Mark Romanek,328,132,10000,Andrew Garfield,Never Let Me Go ,109873,12867,boarding school|childhood|love|love triangle|organ donation,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,320,English,R,15000000,7.2,33000
,9,,857,Anna Silk,The Company             ,3828,3809,cia|mole|revolution|spy|ussr,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,39,English,,,7.9,733
Brad Anderson,150,122,918,Thomas Kretschmann,Transsiberian ,42792,1252,35 mm digital camera|drugs|murder|train|travel,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,162,English,R,15000000,6.7,0
Michael Chapman,21,70,876,Curtis Armstrong,The Clan of the Cave Bear ,4996,1351,cave bear|cro magnon|neanderthal|survival|tradition,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62,English,R,15000000,5.3,843
Antonio Banderas,28,0,783,Meat Loaf,Crazy in Alabama ,5917,4834,abusive husband|alabama|boy|dream|sheriff,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,71,English,PG-13,15000000,6.3,391
Michael Haneke,250,0,6000,Naomi Watts,Funny Games ,69569,6748,breaking the fourth wall|looking at the camera|remake|serial killer|violence,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,436,English,R,15000000,6.5,0
Khalil Sullins,17,5,192,Thomas Stroppel,Listening ,1933,527,divorce papers|fainting|mind control|playground|technology,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,13,English,,,5.6,708
Atom Egoyan,95,460,5000,Bob Hoskins,Felicia's Journey ,6690,5426,caterer|catering|chef|friend|lawn mower,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83,English,PG-13,,7.0,284
Fritz Lang,260,756,136,Brigitte Helm,Metropolis ,111841,203,art deco|bible quote|dance|silent film|worker,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,413,German,Not Rated,6000000,8.3,12000
Pierre Morel,141,180,510,David Belle,District B13 ,55928,962,bomb|gang|police|sister|undercover cop,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,157,French,R,12000000,7.2,0
Gary Fleder,52,39,12000,Steve Buscemi,Things to Do in Denver When You're Dead ,22345,14889,death|finger gun|video message|what happened to epilogue|wheelchair,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,144,English,R,7000000,6.8,0
Hsiao-Hsien Hou,205,141,1000,Qi Shu,The Assassin ,9427,1172,black magic|china|love|refusal to kill|wuxia,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,87,Mandarin,Not Rated,15000000,6.4,0
Gregor Jordan,109,34,936,Dean Stockwell,Buffalo Soldiers ,20730,3578,berlin wall|germany|murder|soldier|specialist,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,111,English,R,15000000,6.9,664
Andrey Zvyagintsev,103,445,20,Konstantin Lavronenko,The Return ,31589,48,boy|photograph|return|russian|wilderness,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,172,Russian,Unrated,,8.0,0
Tony Jaa,110,0,64,Nirut Sirichanya,Ong-bak 2 ,24570,134,cult film|elephant|jungle|martial arts|stylized violence,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,72,Thai,R,300000000,6.2,0
Neil Marshall,195,197,13000,Michael Fassbender,Centurion ,64777,15293,mushroom|mute|roman soldier|screaming|wood carving,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,201,English,R,,6.4,0
