director_name,num_critic_for_reviews,duration,actor_2_name,gross,actor_1_name,num_voted_users,plot_keywords,movie_imdb_link,language,country,content_rating
Philip Kaufman,80,193,Scott Glenn,21500000,Dennis Quaid,45271,astronaut|sound barrier|space program|u.s. air force|u.s. space program,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,English,USA,PG
Roland Emmerich,288,130,Joely Richardson,4463292,Vanessa Redgrave,34488,earl of oxford|play|queen|rebellion|shakespeare play,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,English,UK,PG-13
Wolfgang Petersen,99,94,Barret Oliver,,Gerald McRaney,99557,book|dragon|story within the story|talking animal|werewolf,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,English,West Germany,PG
Alex Proyas,222,111,William Hurt,14337579,Rufus Sewell,156929,memory|murder|neo noir|retrofuturism|tech noir,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,English,Australia,R
Saul Dibb,194,110,Hayley Atwell,13823741,Dominic Cooper,61777,duchess|duke|heir|infidelity|marriage,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,English,UK,PG-13
,15,30,Art Carney,,Jackie Gleason,3446,1950s|bus driver|money scheme|poverty|sewer,http://www.imdb.com/title/tt0042114/?ref_=fn_tt_tt_1,English,USA,
Walter Murch,56,109,Jean Marsh,,Piper Laurie,19568,chicken|delusional depression|doctor|king|mysterious girl,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,English,UK,PG
Richard Linklater,63,123,Lew Temple,10297897,Matthew McConaughey,8309,bank robber|brother brother relationship|crime spree|explosive|train,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,English,USA,PG-13
Christian Alvart,167,109,Callum Rennie,13248477,Bradley Cooper,60555,death|fear|hairy chest|social worker|spinning in chair,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,English,USA,R
E. Elias Merhige,101,99,Kevin Chamberlin,8712564,Harry Lennix,16555,fbi|fbi agent|murder|salesman|serial killer,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,English,USA,R
Menno Meyjes,118,106,Richard Schiff,7486906,Oliver Platt,17436,adopted son|adoption|boy|mars the planet|widower,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,English,USA,PG
Robert Rodriguez,76,89,Joel McHale,38536376,Alexa PenaVega,15866,2010s|3 dimensional|breath holding contest|child spy|spy,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,English,USA,PG
Jodie Foster,268,98,Jack O'Connell,41008532,Julia Roberts,19611,death|hostage|money|shot in the chest|shot in the heart,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,English,USA,R
Ronny Yu,95,93,Junix Inocian,5204007,Meat Loaf,42876,american in the uk|drug lord|drugs|gangster|organized crime,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,English,UK,R
Joel Schumacher,78,112,Philip Seymour Hoffman,4485485,Robert De Niro,14612,gay interest|gay lead character|gay republican|homosexual|neighbor,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,English,USA,R
Renny Harlin,127,101,Clifton Collins Jr.,4476235,LL Cool J,49405,fbi|group|island|serial killer|training,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,English,USA,R
Barry Levinson,137,104,Robin Wright,1089365,Robert De Niro,23767,actor|agent|beard|cannes|hollywood,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,English,USA,R
Norman Jewison,54,120,Colin Salmon,763044,Charlotte Rampling,4257,eiffel tower|nazi|police|ritual|stew,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,English,Canada,R
Kenneth Branagh,38,135,Amy Carson,,Kim-Marie Woodhouse,926,based on opera|evil|mozart|queen|walking wounded,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,English,France,
Steve Carr,167,91,Adhir Kalyan,20819129,Erick Avari,84209,cell phone|hostage|mall|security guard|text messaging,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,English,USA,PG
Mark Waters,129,97,Julie Gonzalo,110222438,Jamie Lee Curtis,96693,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,English,USA,PG
Judd Apatow,217,133,Romany Malco,109243478,Steve Carell,313797,40 year old|car accident|cheating on girlfriend|collection|porno movie,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,English,USA,R
John Madden,134,123,Martin Clunes,100241322,Tom Wilkinson,175524,actor|audition|muse|playwright|theater,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,English,USA,R
Scott Frank,253,114,Boyd Holbrook,25977365,Liam Neeson,87950,drug dealer|ex cop|murder of wife|revenge|violence,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,English,USA,R
Ivan Reitman,46,111,Cathy Moriarty,91457688,Richard Tyson,107801,astoria|kindergarten|kindergarten teacher|school|teacher,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,English,USA,PG-13
David Gordon Green,232,117,Gary Cole,87341380,James Franco,255257,murder|paranoia|process server|roach|stoner,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,English,USA,R
Andy Tennant,92,121,Dougray Scott,65703412,Anjelica Huston,57958,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,English,USA,PG-13
Kevin Costner,153,139,Michael Jeter,58328680,Robert Duvall,54096,boss|cattle|cowboy|rancher|violence,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,English,USA,R
Joel Schumacher,49,115,Oliver Platt,61490000,Julia Roberts,62037,childhood trauma|death|medical student|memory|near death experience,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,English,USA,R
,79,22,Kaitlin Olson,,Rob McElhenney,133415,alcohol|bad taste humour|crude humor|loser|self obsession,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,English,USA,TV-MA
Richard Attenborough,56,175,Dirk Bogarde,50800000,Ryan O'Neal,40277,airborne troops|allies|operation market garden|panzer|paratrooper,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,English,USA,PG
Wes Craven,224,85,Carl Gilliard,57859105,Robert Pine,94108,airport|flight|hotel|hotel manager|plane,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,English,USA,PG-13
David R. Ellis,175,90,Michael Landes,46455802,Sarah Carter,120786,car accident|death|freak accident|hospital|premonition,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,English,USA,R
Joel Coen,197,107,Tim Blake Nelson,45506619,Holly Hunter,225102,baby|bank|blind prophet|convict|sirens,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,English,UK,PG-13
Scott Stewart,226,100,Kate Walsh,40168080,Dennis Quaid,80870,angel|diner|faith|human race|religious faith,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,English,USA,R
Michael Bay,335,129,Larry Hankin,49874933,Dwayne Johnson,161168,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,English,USA,R
Paul Weitz,157,109,Ty Burrell,45489752,Scarlett Johansson,48973,company|corporate takeover|executive|magazine|new boss,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,English,USA,PG-13
Jonathan Frakes,69,94,Paula Garcés,36985501,Michael Biehn,11212,frozen time|stopped time|time freeze|watch|wristwatch,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,English,USA,PG
Lawrence Kasdan,46,133,Todd Allen,33200000,Scott Glenn,28247,1880s|kiss|small town|table broken in fight|wild west,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,English,USA,PG-13
Jim Sheridan,217,105,Jake Gyllenhaal,28501651,Natalie Portman,88035,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,English,USA,R
Kevin Allen,55,100,Frankie Muniz,23222861,Daniel Roebuck,11092,chase|evil scientist|gadget|mind control|tough girl,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,English,USA,PG
Garry Marshall,200,113,Common,54540525,Robert De Niro,66579,expecting|kiss|new year|new year's eve|singer,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,English,USA,PG-13
Michael Cristofer,93,118,Gregory Itzin,16252765,Angelina Jolie Pitt,44913,delaware|erotica|money|pursuit|sex scene,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,English,France,R
James McTeigue,265,110,Dave Legeno,16005978,Pam Ferris,72886,mask|murder|newspaper|poem|serial killer,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,English,USA,R
Donald Petrie,82,110,Ray Romano,14469428,Rip Torn,10667,mayor|pink panties|upskirt|white panties|yellow panties,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,English,USA,PG-13
Andrew Morahan,32,99,Mako,13829734,Christopher Lambert,16194,cave|highlander|illusion|immortal|japan,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,English,Canada,PG-13
Bob Rafelson,42,101,Mike Starr,1075288,Harold Perrineau,7772,diamond|necklace|safecracker|wine|wine dealer,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,English,USA,R
